

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

   412.00000 -0.845112E+02  0.736769E+02 -0.845191E+02  0.628309E+02 -0.193524E+02   -478.106   -443.912   -341.185     412
   413.00000 -0.844758E+02  0.737458E+02 -0.844831E+02  0.628998E+02 -0.193803E+02   -535.206   -467.293   -343.680     413
   414.00000 -0.844682E+02  0.738628E+02 -0.844766E+02  0.630168E+02 -0.194075E+02   -535.871   -478.320   -346.361     414
   415.00000 -0.844320E+02  0.739724E+02 -0.844403E+02  0.631264E+02 -0.194340E+02   -611.945   -511.549   -349.185     415
   416.00000 -0.843601E+02  0.740529E+02 -0.843676E+02  0.632070E+02 -0.194598E+02   -764.486   -557.300   -352.143     416
   417.00000 -0.843185E+02  0.741634E+02 -0.843268E+02  0.633175E+02 -0.194848E+02   -792.776   -583.556   -355.234     417
   418.00000 -0.842954E+02  0.742578E+02 -0.843033E+02  0.634118E+02 -0.195091E+02   -822.756   -615.621   -358.477     418
   419.00000 -0.842640E+02  0.743852E+02 -0.842728E+02  0.635392E+02 -0.195326E+02   -902.742   -647.153   -361.832     419
   420.00000 -0.841918E+02  0.745065E+02 -0.842004E+02  0.636605E+02 -0.195553E+02  -1369.517   -726.800   -365.308     420
   421.00000 -0.841420E+02  0.746540E+02 -0.841511E+02  0.638079E+02 -0.195771E+02  -1705.905   -801.221   -368.922     421
   422.00000 -0.840935E+02  0.747924E+02 -0.841019E+02  0.639449E+02 -0.195980E+02  -2753.055   -920.064   -372.675     422
   423.00000 -0.840956E+02  0.749319E+02 -0.841040E+02  0.640836E+02 -0.196184E+02  -1781.987   -958.163   -376.516     423
   424.00000 -0.841099E+02  0.750473E+02 -0.841183E+02  0.641986E+02 -0.196378E+02  -1523.172   -976.819   -380.571     424
   425.00000 -0.840954E+02  0.751626E+02 -0.841037E+02  0.643130E+02 -0.196561E+02  -2098.214  -1052.471   -385.044     425
   426.00000 -0.842154E+02  0.752318E+02 -0.842237E+02  0.643821E+02 -0.196738E+02   -840.309   -918.178   -390.771     426
   427.00000 -0.842354E+02  0.754096E+02 -0.842437E+02  0.645599E+02 -0.196909E+02  -1159.474   -994.784   -396.182     427
   428.00000 -0.842354E+02  0.755847E+02 -0.842437E+02  0.647348E+02 -0.197074E+02  -1554.142  -1114.535   -401.476     428
   429.00000 -0.848854E+02  0.756272E+02 -0.848937E+02  0.647772E+02 -0.197235E+02   -319.368   -709.256   -406.709     429
   430.00000 -0.849554E+02  0.756837E+02 -0.849637E+02  0.648338E+02 -0.197392E+02   -488.241   -646.588   -411.880     430
   431.00000 -0.849533E+02  0.757690E+02 -0.849617E+02  0.649191E+02 -0.197543E+02   -610.911   -656.665   -416.988     431
   432.00000 -0.849533E+02  0.758146E+02 -0.849614E+02  0.649647E+02 -0.197689E+02   -670.713   -669.340   -422.016     432
   433.00000 -0.853033E+02  0.758764E+02 -0.853114E+02  0.650264E+02 -0.197831E+02   -360.612   -568.085   -426.981     433
   434.00000 -0.852926E+02  0.760124E+02 -0.853012E+02  0.651625E+02 -0.197968E+02   -553.425   -592.324   -431.823     434
   435.00000 -0.852926E+02  0.761845E+02 -0.853015E+02  0.653346E+02 -0.198101E+02   -653.307   -645.256   -436.490     435
   436.00000 -0.855026E+02  0.762562E+02 -0.855115E+02  0.654063E+02 -0.198230E+02   -435.684   -591.100   -441.039     436
   437.00000 -0.856627E+02  0.764435E+02 -0.856715E+02  0.655935E+02 -0.198355E+02   -449.487   -592.848   -445.403     437
   438.00000 -0.856627E+02  0.766226E+02 -0.856715E+02  0.657727E+02 -0.198476E+02   -629.387   -647.736   -449.573     438
   439.00000 -0.856627E+02  0.767639E+02 -0.856712E+02  0.659140E+02 -0.198592E+02   -738.748   -702.390   -453.537     439
   440.00000 -0.856349E+02  0.769325E+02 -0.856438E+02  0.660825E+02 -0.198705E+02   -977.852   -785.343   -457.361     440
   441.00000 -0.857349E+02  0.771071E+02 -0.857438E+02  0.662572E+02 -0.198816E+02   -705.974   -806.522   -461.075     441
   442.00000 -0.858449E+02  0.772843E+02 -0.858538E+02  0.664343E+02 -0.198922E+02   -665.207   -824.292   -464.667     442
   443.00000 -0.858449E+02  0.773742E+02 -0.858531E+02  0.665243E+02 -0.199025E+02   -910.774   -871.809   -468.187     443
   444.00000 -0.858310E+02  0.775352E+02 -0.858400E+02  0.666853E+02 -0.199125E+02  -1165.218   -949.912   -471.672     444
   445.00000 -0.858285E+02  0.776975E+02 -0.858376E+02  0.668476E+02 -0.199222E+02  -1385.777  -1060.535   -475.164     445
   446.00000 -0.858285E+02  0.777954E+02 -0.858359E+02  0.669448E+02 -0.199314E+02  -1661.342  -1193.650   -478.724     446
   447.00000 -0.863385E+02  0.778753E+02 -0.863459E+02  0.670247E+02 -0.199405E+02   -379.119   -861.981   -482.346     447
   448.00000 -0.873985E+02  0.779806E+02 -0.874059E+02  0.671300E+02 -0.199492E+02   -207.650   -528.793   -486.410     448
   449.00000 -0.882385E+02  0.780789E+02 -0.882459E+02  0.672283E+02 -0.199576E+02   -191.973   -343.961   -491.472     449
   450.00000 -0.882385E+02  0.782171E+02 -0.882462E+02  0.673666E+02 -0.199659E+02   -316.338   -359.970   -496.149     450
   451.00000 -0.882385E+02  0.783729E+02 -0.882463E+02  0.675223E+02 -0.199740E+02   -382.710   -401.437   -500.665     451
   452.00000 -0.882585E+02  0.784984E+02 -0.882663E+02  0.676478E+02 -0.199819E+02   -425.930   -437.158   -504.967     452
   453.00000 -0.883285E+02  0.785689E+02 -0.883363E+02  0.677183E+02 -0.199897E+02   -412.013   -444.897   -508.794     453
   454.00000 -0.883485E+02  0.787556E+02 -0.883563E+02  0.679050E+02 -0.199974E+02   -483.547   -486.153   -511.828     454
   455.00000 -0.882994E+02  0.790012E+02 -0.883076E+02  0.681506E+02 -0.200050E+02   -688.365   -573.122   -513.779     455
   456.00000 -0.882499E+02  0.792302E+02 -0.882580E+02  0.683796E+02 -0.200126E+02   -958.401   -680.188   -514.766     456
   457.00000 -0.882499E+02  0.794359E+02 -0.882577E+02  0.685854E+02 -0.200201E+02  -1020.299   -771.113   -515.187     457
   458.00000 -0.883799E+02  0.795382E+02 -0.883877E+02  0.686876E+02 -0.200276E+02   -636.661   -730.775   -515.284     458
   459.00000 -0.883999E+02  0.796845E+02 -0.884077E+02  0.688339E+02 -0.200351E+02   -815.690   -776.946   -515.228     459
   460.00000 -0.883999E+02  0.798266E+02 -0.884076E+02  0.689760E+02 -0.200426E+02   -976.977   -839.238   -515.304     460
   461.00000 -0.883944E+02  0.800357E+02 -0.884027E+02  0.691851E+02 -0.200502E+02  -1240.989   -952.815   -515.692     461
   462.00000 -0.883944E+02  0.802678E+02 -0.884029E+02  0.694169E+02 -0.200576E+02  -1583.671  -1122.257   -516.417     462
   463.00000 -0.889944E+02  0.804034E+02 -0.890029E+02  0.695526E+02 -0.200651E+02   -345.825   -802.153   -517.417     463
   464.00000 -0.889944E+02  0.805155E+02 -0.890028E+02  0.696646E+02 -0.200725E+02   -639.591   -791.524   -518.802     464
   465.00000 -0.889944E+02  0.807424E+02 -0.890038E+02  0.698915E+02 -0.200799E+02   -841.439   -872.913   -520.539     465
   466.00000 -0.889944E+02  0.810466E+02 -0.890047E+02  0.701957E+02 -0.200872E+02  -1152.479  -1044.697   -522.597     466
   467.00000 -0.889944E+02  0.812327E+02 -0.890032E+02  0.703814E+02 -0.200944E+02  -1567.528  -1258.093   -524.922     467
   468.00000 -0.891644E+02  0.813226E+02 -0.891732E+02  0.704711E+02 -0.201015E+02   -707.168  -1149.674   -527.430     468
   469.00000 -0.891644E+02  0.815026E+02 -0.891738E+02  0.706506E+02 -0.201085E+02  -1210.275  -1261.563   -530.157     469
   470.00000 -0.891543E+02  0.817949E+02 -0.891642E+02  0.709306E+02 -0.201154E+02  -2059.286  -1600.330   -533.073     470
   471.00000 -0.904643E+02  0.818833E+02 -0.904741E+02  0.710171E+02 -0.201223E+02   -208.721   -790.636   -536.097     471
   472.00000 -0.904643E+02  0.821028E+02 -0.904744E+02  0.712366E+02 -0.201290E+02   -471.937   -703.546   -539.252     472
   473.00000 -0.905943E+02  0.823033E+02 -0.906044E+02  0.714371E+02 -0.201356E+02   -473.209   -706.427   -542.510     473
   474.00000 -0.905943E+02  0.824950E+02 -0.906043E+02  0.716289E+02 -0.201421E+02   -680.103   -774.096   -545.860     474
   475.00000 -0.910343E+02  0.827461E+02 -0.910444E+02  0.718799E+02 -0.201485E+02   -356.750   -716.042   -549.278     475
   476.00000 -0.910343E+02  0.831058E+02 -0.910451E+02  0.722396E+02 -0.201547E+02   -688.690   -834.995   -552.755     476
   477.00000 -0.910343E+02  0.833331E+02 -0.910439E+02  0.724669E+02 -0.201608E+02   -942.718   -984.083   -556.264     477
   478.00000 -0.910343E+02  0.835471E+02 -0.910438E+02  0.726809E+02 -0.201668E+02  -1243.854  -1155.245   -559.777     478
   479.00000 -0.911343E+02  0.837223E+02 -0.911438E+02  0.728561E+02 -0.201727E+02   -865.823  -1219.382   -563.282     479
   480.00000 -0.911343E+02  0.840113E+02 -0.911445E+02  0.731407E+02 -0.201784E+02  -1536.299  -1513.094   -566.766     480
   481.00000 -0.913343E+02  0.842359E+02 -0.913445E+02  0.733545E+02 -0.201840E+02   -706.020  -1572.018   -570.225     481
   482.00000 -0.913843E+02  0.844747E+02 -0.913944E+02  0.735763E+02 -0.201896E+02  -1058.378  -1799.829   -573.657     482
   483.00000 -0.913555E+02  0.848374E+02 -0.913657E+02  0.738819E+02 -0.201949E+02  -3480.373  -2535.407   -577.069     483
   484.00000 -0.913555E+02  0.852166E+02 -0.913634E+02  0.740805E+02 -0.202002E+02  -5202.841  -3819.312   -580.469     484
   485.00000 -0.913555E+02  0.853794E+02 -0.913624E+02  0.741452E+02 -0.202053E+02  -6334.648  -4465.435   -583.870     485
   486.00000 -0.913555E+02  0.856348E+02 -0.913619E+02  0.742147E+02 -0.202103E+02  -7207.225  -4793.811   -587.292     486
   487.00000 -0.916355E+02  0.858663E+02 -0.916419E+02  0.743133E+02 -0.202152E+02   -717.635  -3905.426   -590.719     487
   488.00000 -0.916480E+02  0.862601E+02 -0.916544E+02  0.745086E+02 -0.202200E+02  -1876.628  -4216.865   -594.182     488
   489.00000 -0.918880E+02  0.865862E+02 -0.918944E+02  0.746642E+02 -0.202246E+02   -721.029  -4076.122   -597.695     489
   490.00000 -0.919077E+02  0.869502E+02 -0.919141E+02  0.748449E+02 -0.202292E+02  -1608.788  -4291.872   -601.282     490
   491.00000 -0.926677E+02  0.872044E+02 -0.926741E+02  0.749866E+02 -0.202336E+02   -326.256  -3183.863   -604.961     491
   492.00000 -0.927677E+02  0.874789E+02 -0.927741E+02  0.751946E+02 -0.202379E+02   -612.302  -2621.932   -608.797     492
   493.00000 -0.927677E+02  0.878213E+02 -0.927744E+02  0.754705E+02 -0.202420E+02  -1124.947  -2799.836   -612.985     493
   494.00000 -0.927643E+02  0.882680E+02 -0.927710E+02  0.757668E+02 -0.202460E+02  -2183.606  -3636.188   -618.333     494
   495.00000 -0.927643E+02  0.886352E+02 -0.927687E+02  0.759397E+02 -0.202499E+02  -4179.907  -4768.573   -623.388     495
   496.00000 -0.927643E+02  0.889384E+02 -0.927669E+02  0.760167E+02 -0.202538E+02  -6336.777  -5655.971   -628.272     496
   497.00000 -0.927643E+02  0.892710E+02 -0.927650E+02  0.760508E+02 -0.202576E+02  -8010.713  -6172.980   -633.029     497
   498.00000 -0.927643E+02  0.896785E+02 -0.927650E+02  0.760904E+02 -0.202613E+02  -7828.370  -6168.101   -637.721     498
   499.00000 -0.927643E+02  0.900829E+02 -0.927650E+02  0.761276E+02 -0.202650E+02  -8050.686  -6283.071   -642.352     499
   500.00000 -0.927643E+02  0.905870E+02 -0.927650E+02  0.761696E+02 -0.202686E+02  -8002.237  -6328.827   -646.929     500
   501.00000 -0.927643E+02  0.910165E+02 -0.927650E+02  0.762037E+02 -0.202721E+02  -8020.241  -6414.399   -651.457     501
   502.00000 -0.928043E+02  0.913349E+02 -0.928054E+02  0.762434E+02 -0.202756E+02  -2682.487  -6130.376   -655.961     502
   503.00000 -0.928043E+02  0.915390E+02 -0.928043E+02  0.762715E+02 -0.202791E+02  -5249.380  -6187.232   -660.412     503
   504.00000 -0.931942E+02  0.916781E+02 -0.931943E+02  0.763128E+02 -0.202825E+02   -550.056  -4774.686   -664.822     504
   505.00000 -0.946342E+02  0.919512E+02 -0.946343E+02  0.764822E+02 -0.202858E+02   -200.608  -2527.647   -669.189     505
   506.00000 -0.971742E+02  0.919925E+02 -0.971742E+02  0.765212E+02 -0.202891E+02   -110.392   -383.059   -673.514     506
   507.00000 -0.978342E+02  0.921024E+02 -0.978343E+02  0.766311E+02 -0.202923E+02   -168.975   -229.155   -677.797     507
   508.00000 -0.978342E+02  0.924135E+02 -0.978350E+02  0.769422E+02 -0.202955E+02   -279.310   -293.507   -682.037     508
   509.00000 -0.978342E+02  0.926217E+02 -0.978341E+02  0.771504E+02 -0.202986E+02   -348.469   -351.314   -686.226     509
   510.00000 -0.980169E+02  0.930699E+02 -0.980169E+02  0.775986E+02 -0.203016E+02   -361.384   -412.985   -690.323     510
   511.00000 -0.980080E+02  0.934750E+02 -0.980077E+02  0.780037E+02 -0.203046E+02   -567.463   -520.377   -694.089     511
   512.00000 -0.979954E+02  0.939156E+02 -0.979954E+02  0.784443E+02 -0.203075E+02   -847.322   -675.460   -696.816     512
   513.00000 -0.979954E+02  0.944580E+02 -0.979967E+02  0.789867E+02 -0.203105E+02  -1397.916   -957.857   -698.130     513
   514.00000 -0.979954E+02  0.949864E+02 -0.979876E+02  0.793396E+02 -0.203134E+02  -3256.346  -1664.513   -697.396     514
   515.00000 -0.979954E+02  0.954044E+02 -0.979854E+02  0.795735E+02 -0.203164E+02  -4824.164  -2446.459   -695.241     515
   516.00000 -0.981167E+02  0.958385E+02 -0.981069E+02  0.798711E+02 -0.203193E+02  -1308.276  -2976.915   -692.374     516
   517.00000 -0.980601E+02  0.962996E+02 -0.980533E+02  0.800949E+02 -0.203224E+02-100000.000  -5807.181   -688.530     517
   518.00000 -0.980439E+02  0.967782E+02 -0.980447E+02  0.802425E+02 -0.203255E+02-100000.000  -6581.199   -684.284     518
   519.00000 -0.980539E+02  0.971270E+02 -0.980547E+02  0.803327E+02 -0.203286E+02  -8777.771  -5196.977   -680.086     519
   520.00000 -0.980539E+02  0.974618E+02 -0.980547E+02  0.804110E+02 -0.203318E+02  -9720.206  -5319.995   -676.348     520
   521.00000 -0.992239E+02  0.976949E+02 -0.992248E+02  0.805422E+02 -0.203350E+02   -254.849  -2336.698   -673.116     521
   522.00000 -0.101524E+03  0.977469E+02 -0.101525E+03  0.805913E+02 -0.203383E+02   -125.251   -460.071   -670.603     522
   523.00000 -0.102504E+03  0.979563E+02 -0.102505E+03  0.808007E+02 -0.203416E+02   -159.868   -244.274   -668.846     523
   524.00000 -0.102564E+03  0.981998E+02 -0.102565E+03  0.810442E+02 -0.203449E+02   -265.855   -291.729   -667.810     524
   525.00000 -0.105604E+03  0.984221E+02 -0.105605E+03  0.812664E+02 -0.203482E+02    -86.560   -124.931   -667.384     525
   526.00000 -0.105631E+03  0.988329E+02 -0.105632E+03  0.816773E+02 -0.203516E+02   -195.192   -193.032   -667.432     526
   527.00000 -0.105617E+03  0.993415E+02 -0.105618E+03  0.821858E+02 -0.203549E+02   -275.518   -257.187   -666.136     527
   528.00000 -0.106137E+03  0.996845E+02 -0.106138E+03  0.825289E+02 -0.203583E+02   -210.976   -249.465   -658.820     528
   529.00000 -0.106387E+03  0.998261E+02 -0.106388E+03  0.826705E+02 -0.203619E+02   -228.426   -251.590   -637.371     529
   530.00000 -0.107107E+03  0.999131E+02 -0.107108E+03  0.827574E+02 -0.203659E+02   -171.325   -211.528   -604.620     530
   531.00000 -0.107487E+03  0.100160E+03 -0.107488E+03  0.830039E+02 -0.203711E+02   -197.259   -220.652   -565.369     531
   532.00000 -0.107497E+03  0.100523E+03 -0.107498E+03  0.833674E+02 -0.203777E+02   -282.932   -271.862   -522.933     532
   533.00000 -0.107497E+03  0.100831E+03 -0.107498E+03  0.836752E+02 -0.203860E+02   -342.645   -317.155   -483.751     533
   534.00000 -0.107527E+03  0.101059E+03 -0.107528E+03  0.839031E+02 -0.203964E+02   -367.052   -346.836   -452.198     534
   535.00000 -0.109827E+03  0.101384E+03 -0.109828E+03  0.842287E+02 -0.204096E+02   -109.739   -166.504   -424.515     535
   536.00000 -0.109826E+03  0.101893E+03 -0.109828E+03  0.847369E+02 -0.204250E+02   -235.231   -229.269   -403.754     536
   537.00000 -0.109826E+03  0.102279E+03 -0.109827E+03  0.851233E+02 -0.204423E+02   -304.441   -284.671   -386.101     537
   538.00000 -0.109866E+03  0.102740E+03 -0.109867E+03  0.855843E+02 -0.204620E+02   -371.852   -343.363   -370.931     538
   539.00000 -0.109866E+03  0.103304E+03 -0.109867E+03  0.861489E+02 -0.204857E+02   -525.976   -436.055   -356.378     539
   540.00000 -0.110176E+03  0.103766E+03 -0.110177E+03  0.866100E+02 -0.205121E+02   -377.517   -445.792   -345.305     540
   541.00000 -0.111466E+03  0.104279E+03 -0.111467E+03  0.871235E+02 -0.205405E+02   -179.927   -308.069   -338.850     541
   542.00000 -0.111481E+03  0.104800E+03 -0.111483E+03  0.876445E+02 -0.205699E+02   -374.444   -374.001   -336.253     542
   543.00000 -0.111481E+03  0.105298E+03 -0.111482E+03  0.881426E+02 -0.205996E+02   -548.496   -478.573   -336.221     543
   544.00000 -0.112151E+03  0.105623E+03 -0.112152E+03  0.884669E+02 -0.206291E+02   -259.023   -394.057   -337.280     544
   545.00000 -0.112161E+03  0.106107E+03 -0.112162E+03  0.889518E+02 -0.206582E+02   -495.093   -479.371   -339.122     545
   546.00000 -0.112161E+03  0.106606E+03 -0.112163E+03  0.894507E+02 -0.206867E+02   -759.208   -623.919   -341.627     546
   547.00000 -0.112631E+03  0.106902E+03 -0.112632E+03  0.897467E+02 -0.207146E+02   -349.289   -539.423   -344.570     547
   548.00000 -0.112617E+03  0.107412E+03 -0.112619E+03  0.902566E+02 -0.207417E+02   -753.528   -684.490   -347.992     548
   549.00000 -0.112613E+03  0.107906E+03 -0.112615E+03  0.907501E+02 -0.207678E+02  -1314.717   -951.525   -351.827     549
   550.00000 -0.112613E+03  0.108414E+03 -0.112614E+03  0.912340E+02 -0.207929E+02  -2686.425  -1513.142   -355.987     550
   551.00000 -0.113233E+03  0.108794E+03 -0.113234E+03  0.915929E+02 -0.208173E+02   -386.454  -1147.694   -360.376     551
   552.00000 -0.113223E+03  0.109237E+03 -0.113224E+03  0.920219E+02 -0.208405E+02  -1151.786  -1394.183   -365.050     552
   553.00000 -0.113403E+03  0.109745E+03 -0.113404E+03  0.924829E+02 -0.208625E+02   -788.261  -1908.176   -369.966     553
   554.00000 -0.114013E+03  0.110231E+03 -0.114014E+03  0.928919E+02 -0.208834E+02   -375.470  -1838.944   -375.113     554
   555.00000 -0.114373E+03  0.110356E+03 -0.114374E+03  0.930081E+02 -0.209031E+02   -389.820  -1138.541   -380.549     555
   556.00000 -0.114623E+03  0.110669E+03 -0.114624E+03  0.933178E+02 -0.209213E+02   -449.911  -1014.605   -387.003     556
   557.00000 -0.114616E+03  0.111146E+03 -0.114618E+03  0.937912E+02 -0.209386E+02   -967.313  -1258.027   -394.273     557
   558.00000 -0.114616E+03  0.111686E+03 -0.114619E+03  0.942958E+02 -0.209552E+02  -1968.002  -1982.120   -401.149     558
   559.00000 -0.114616E+03  0.112209E+03 -0.114615E+03  0.945976E+02 -0.209712E+02  -4709.489  -3565.471   -407.792     559
   560.00000 -0.114706E+03  0.112518E+03 -0.114705E+03  0.947547E+02 -0.209867E+02  -1498.682  -3913.173   -414.290     560
   561.00000 -0.120176E+03  0.112622E+03 -0.120175E+03  0.948475E+02 -0.210016E+02    -66.734   -140.469   -420.634     561
   562.00000 -0.120186E+03  0.112983E+03 -0.120185E+03  0.952086E+02 -0.210159E+02   -203.291   -206.626   -426.822     562
   563.00000 -0.120186E+03  0.113490E+03 -0.120186E+03  0.957153E+02 -0.210296E+02   -289.973   -277.176   -432.255     563
   564.00000 -0.120866E+03  0.113894E+03 -0.120866E+03  0.961199E+02 -0.210430E+02   -202.867   -257.335   -434.636     564
   565.00000 -0.122746E+03  0.114152E+03 -0.122746E+03  0.963777E+02 -0.210564E+02   -113.582   -156.629   -431.045     565
   566.00000 -0.122739E+03  0.114665E+03 -0.122740E+03  0.968902E+02 -0.210706E+02   -225.128   -218.285   -421.268     566
   567.00000 -0.123709E+03  0.115112E+03 -0.123710E+03  0.973375E+02 -0.210860E+02   -157.002   -193.919   -405.171     567
   568.00000 -0.124959E+03  0.115231E+03 -0.124960E+03  0.974567E+02 -0.211032E+02   -124.115   -150.947   -383.386     568
   569.00000 -0.124969E+03  0.115547E+03 -0.124970E+03  0.977723E+02 -0.211247E+02   -206.047   -197.482   -359.010     569
   570.00000 -0.125829E+03  0.115656E+03 -0.125830E+03  0.978816E+02 -0.211531E+02   -143.404   -166.411   -327.309     570
   571.00000 -0.125829E+03  0.115910E+03 -0.125831E+03  0.981354E+02 -0.211902E+02   -210.972   -201.964   -298.153     571
   572.00000 -0.125829E+03  0.116155E+03 -0.125831E+03  0.983806E+02 -0.212423E+02   -245.509   -231.122   -276.213     572
   573.00000 -0.125829E+03  0.116522E+03 -0.125833E+03  0.987478E+02 -0.213044E+02   -288.974   -265.487   -260.807     573
   574.00000 -0.125979E+03  0.116932E+03 -0.125983E+03  0.991575E+02 -0.213719E+02   -293.411   -290.293   -251.283     574
   575.00000 -0.125962E+03  0.117407E+03 -0.125966E+03  0.996323E+02 -0.214430E+02   -407.827   -350.225   -248.166     575
   576.00000 -0.125946E+03  0.117881E+03 -0.125950E+03  0.100106E+03 -0.215141E+02   -538.799   -425.788   -249.281     576
   577.00000 -0.126176E+03  0.118279E+03 -0.126180E+03  0.100505E+03 -0.215840E+02   -405.059   -430.391   -252.314     577
   578.00000 -0.126186E+03  0.118608E+03 -0.126190E+03  0.100833E+03 -0.216513E+02   -570.309   -483.099   -257.156     578
   579.00000 -0.126186E+03  0.119078E+03 -0.126191E+03  0.101303E+03 -0.217150E+02   -786.769   -589.026   -263.020     579
   580.00000 -0.127386E+03  0.119434E+03 -0.127391E+03  0.101660E+03 -0.217755E+02   -198.721   -362.778   -269.279     580
   581.00000 -0.127374E+03  0.119897E+03 -0.127378E+03  0.102122E+03 -0.218318E+02   -426.566   -420.815   -275.792     581
   582.00000 -0.128354E+03  0.120344E+03 -0.128358E+03  0.102570E+03 -0.218844E+02   -204.127   -326.539   -282.302     582
   583.00000 -0.128594E+03  0.120535E+03 -0.128598E+03  0.102760E+03 -0.219331E+02   -268.005   -315.304   -288.563     583
   584.00000 -0.128568E+03  0.120981E+03 -0.128574E+03  0.103207E+03 -0.219780E+02   -413.437   -382.383   -294.308     584
   585.00000 -0.128549E+03  0.121443E+03 -0.128555E+03  0.103669E+03 -0.220194E+02   -581.920   -480.021   -299.251     585
   586.00000 -0.132399E+03  0.121689E+03 -0.132405E+03  0.103914E+03 -0.220586E+02    -78.444   -120.677   -303.807     586
   587.00000 -0.133569E+03  0.122039E+03 -0.133575E+03  0.104265E+03 -0.220954E+02   -115.942   -132.462   -307.629     587
   588.00000 -0.133539E+03  0.122463E+03 -0.133546E+03  0.104688E+03 -0.221338E+02   -196.996   -184.972   -298.386     588
   589.00000 -0.133516E+03  0.122900E+03 -0.133523E+03  0.105126E+03 -0.221858E+02   -251.238   -229.306   -275.373     589
   590.00000 -0.133526E+03  0.123322E+03 -0.133533E+03  0.105548E+03 -0.222484E+02   -299.663   -271.404   -254.725     590
   591.00000 -0.133526E+03  0.123748E+03 -0.133533E+03  0.105973E+03 -0.223206E+02   -363.334   -317.527   -244.474     591
   592.00000 -0.133549E+03  0.124164E+03 -0.133556E+03  0.106390E+03 -0.223962E+02   -421.165   -364.252   -240.980     592
   593.00000 -0.135879E+03  0.124508E+03 -0.135886E+03  0.106734E+03 -0.224726E+02   -109.877   -164.961   -241.832     593
   594.00000 -0.137769E+03  0.124683E+03 -0.137776E+03  0.106909E+03 -0.225468E+02    -97.959   -118.649   -244.486     594
   595.00000 -0.137734E+03  0.125000E+03 -0.137742E+03  0.107226E+03 -0.226250E+02   -177.404   -166.962   -235.838     595
   596.00000 -0.137709E+03  0.125405E+03 -0.137717E+03  0.107630E+03 -0.227268E+02   -224.830   -205.543   -218.342     596
   597.00000 -0.137667E+03  0.125815E+03 -0.137676E+03  0.108040E+03 -0.228498E+02   -277.197   -244.885   -208.171     597
   598.00000 -0.137917E+03  0.126118E+03 -0.137926E+03  0.108344E+03 -0.229790E+02   -238.429   -244.308   -204.661     598
   599.00000 -0.137909E+03  0.126470E+03 -0.137918E+03  0.108696E+03 -0.231079E+02   -307.101   -278.496   -206.604     599
   600.00000 -0.137881E+03  0.126866E+03 -0.137890E+03  0.109092E+03 -0.232308E+02   -377.004   -322.308   -210.794     600
   601.00000 -0.141811E+03  0.126985E+03 -0.141820E+03  0.109211E+03 -0.233484E+02    -69.729    -92.833   -215.758     601
   602.00000 -0.143130E+03  0.127321E+03 -0.143139E+03  0.109546E+03 -0.234647E+02   -100.660   -108.421   -208.069     602
   603.00000 -0.143087E+03  0.127667E+03 -0.143096E+03  0.109892E+03 -0.236324E+02   -165.671   -151.939   -176.813     603
   604.00000 -0.143027E+03  0.128031E+03 -0.143037E+03  0.110256E+03 -0.238735E+02   -204.993   -184.232   -163.399     604
   605.00000 -0.142973E+03  0.128404E+03 -0.142982E+03  0.110629E+03 -0.241287E+02   -243.147   -214.897   -162.229     605
   606.00000 -0.142924E+03  0.128758E+03 -0.142933E+03  0.110983E+03 -0.243649E+02   -282.938   -244.982   -167.406     606
   607.00000 -0.142888E+03  0.129102E+03 -0.142896E+03  0.111328E+03 -0.245773E+02   -320.439   -273.716   -173.860     607
   608.00000 -0.142898E+03  0.129319E+03 -0.142906E+03  0.111544E+03 -0.247755E+02   -318.624   -283.760   -181.120     608
   609.00000 -0.142898E+03  0.129541E+03 -0.142906E+03  0.111766E+03 -0.249441E+02   -336.859   -298.634   -188.818     609
   610.00000 -0.142856E+03  0.129822E+03 -0.142865E+03  0.112048E+03 -0.250886E+02   -386.707   -326.948   -197.401     610
   611.00000 -0.142818E+03  0.130119E+03 -0.142828E+03  0.112344E+03 -0.252204E+02   -443.026   -361.092   -205.799     611
   612.00000 -0.142787E+03  0.130457E+03 -0.142797E+03  0.112682E+03 -0.253372E+02   -506.106   -398.916   -213.762     612
   613.00000 -0.142787E+03  0.130749E+03 -0.142796E+03  0.112974E+03 -0.254427E+02   -568.411   -444.762   -221.539     613
   614.00000 -0.142787E+03  0.131093E+03 -0.142797E+03  0.113319E+03 -0.255370E+02   -633.909   -484.699   -229.058     614
   615.00000 -0.142787E+03  0.131437E+03 -0.142797E+03  0.113663E+03 -0.256203E+02   -765.896   -552.860   -236.483     615
   616.00000 -0.143017E+03  0.131713E+03 -0.143027E+03  0.113939E+03 -0.256976E+02   -465.798   -513.154   -244.792     616
   617.00000 -0.143844E+03  0.131993E+03 -0.143854E+03  0.114218E+03 -0.257680E+02   -231.881   -370.456   -253.716     617
   618.00000 -0.143805E+03  0.132311E+03 -0.143815E+03  0.114537E+03 -0.258329E+02   -437.867   -415.784   -262.009     618
   619.00000 -0.143754E+03  0.132595E+03 -0.143764E+03  0.114821E+03 -0.258923E+02   -597.077   -483.472   -269.639     619
